name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,date
Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2360,17,23,1,4,9,13,2,6,4,2,2,2,3,39.3,21.10.2017
Stephen Curry,GOLDEN STATE WARRIORS,AWAY,MEMPHIS GRIZZLIES,LOSS,1805,9,17,6,11,13,13,0,6,3,0,0,2,5,28.6,21.10.2017
Marc Gasol,MEMPHIS GRIZZLIES,HOME,GOLDEN STATE WARRIORS,WIN,2183,8,16,2,4,16,17,2,12,2,1,2,7,1,27.0,21.10.2017
Blake Griffin,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1651,7,13,3,5,12,14,1,7,4,1,1,3,2,25.4,21.10.2017
DeMar DeRozan,TORONTO RAPTORS,HOME,PHILADELPHIA 76ERS,WIN,1602,8,12,0,1,14,16,0,3,3,0,0,1,3,24.8,21.10.2017
Nikola Vucevic,ORLANDO MAGIC,AWAY,CLEVELAND CAVALIERS,WIN,1692,11,16,1,3,0,0,1,6,5,1,3,0,2,24.5,21.10.2017
Kristaps Porzingis,NEW YORK KNICKS,HOME,DETROIT PISTONS,LOSS,2087,11,20,3,7,8,10,0,5,2,1,1,2,3,24.0,21.10.2017
LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,CHICAGO BULLS,WIN,1966,12,24,0,2,4,4,5,5,3,1,2,1,2,23.7,21.10.2017
Victor Oladipo,INDIANA PACERS,AWAY,MIAMI HEAT,LOSS,2213,10,23,4,8,4,4,2,2,5,4,1,2,4,22.5,21.10.2017
Tobias Harris,DETROIT PISTONS,AWAY,NEW YORK KNICKS,WIN,2304,13,24,3,9,2,3,3,3,1,0,0,0,3,21.5,21.10.2017
James Harden,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,1845,10,19,6,13,3,4,0,3,7,2,0,5,5,20.1,21.10.2017
Goran Dragic,MIAMI HEAT,HOME,INDIANA PACERS,WIN,1929,9,13,2,2,3,3,1,4,3,0,0,2,2,18.7,21.10.2017
Kenneth Faried,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1354,7,10,0,0,4,6,4,4,1,2,1,1,2,18.6,21.10.2017
Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,MILWAUKEE BUCKS,LOSS,2067,6,15,3,6,11,12,2,3,4,4,0,6,5,18.6,21.10.2017
Kevin Durant,GOLDEN STATE WARRIORS,AWAY,MEMPHIS GRIZZLIES,LOSS,2403,11,24,4,9,3,6,2,11,3,1,3,6,2,18.5,21.10.2017
Andre Drummond,DETROIT PISTONS,AWAY,NEW YORK KNICKS,WIN,2299,9,11,0,0,3,3,4,8,1,1,1,5,3,18.3,21.10.2017
Serge Ibaka,TORONTO RAPTORS,HOME,PHILADELPHIA 76ERS,WIN,1473,7,12,5,9,2,2,0,5,2,0,2,1,2,17.9,21.10.2017
CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,MILWAUKEE BUCKS,LOSS,2223,9,18,3,6,5,5,0,3,1,2,0,2,2,17.8,21.10.2017
LeBron James,CLEVELAND CAVALIERS,HOME,ORLANDO MAGIC,LOSS,1872,8,15,1,3,5,6,0,4,2,1,1,1,0,17.6,21.10.2017
James Johnson,MIAMI HEAT,HOME,INDIANA PACERS,WIN,1784,5,10,1,5,3,5,1,3,8,0,5,1,1,17.5,21.10.2017
Domantas Sabonis,INDIANA PACERS,AWAY,MIAMI HEAT,LOSS,1822,6,10,0,1,6,8,3,9,2,1,1,2,4,16.9,21.10.2017
Kyle O'Quinn,NEW YORK KNICKS,HOME,DETROIT PISTONS,LOSS,1458,6,7,0,0,3,3,3,4,3,1,0,1,3,16.7,21.10.2017
D.J. Augustin,ORLANDO MAGIC,AWAY,CLEVELAND CAVALIERS,WIN,1618,4,6,3,4,1,2,0,4,10,1,0,1,2,16.4,21.10.2017
Rudy Gobert,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,1950,8,11,0,0,0,0,3,10,2,1,0,1,4,16.4,21.10.2017
Enes Kanter,NEW YORK KNICKS,HOME,DETROIT PISTONS,LOSS,1422,7,10,0,0,3,3,5,5,0,0,0,1,2,16.0,21.10.2017
Yogi Ferrell,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,2487,6,15,3,6,4,4,1,2,6,1,0,1,3,15.2,21.10.2017
Iman Shumpert,CLEVELAND CAVALIERS,HOME,ORLANDO MAGIC,LOSS,1786,5,14,4,5,7,10,1,6,2,0,1,1,1,15.2,21.10.2017
Patrick Beverley,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1571,6,8,2,2,1,2,0,2,2,5,0,2,4,14.8,21.10.2017
Jusuf Nurkic,PORTLAND TRAIL BLAZERS,AWAY,MILWAUKEE BUCKS,LOSS,1918,7,17,0,1,3,4,5,6,3,0,3,2,1,14.6,21.10.2017
Tony Snell,MILWAUKEE BUCKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2069,7,8,3,4,0,0,1,1,1,1,0,2,1,14.5,21.10.2017
Carmelo Anthony,OKLAHOMA CITY THUNDER,AWAY,UTAH JAZZ,LOSS,2195,12,26,2,8,0,0,0,3,2,1,1,1,3,14.4,21.10.2017
Joe Ingles,UTAH JAZZ,HOME,OKLAHOMA CITY THUNDER,WIN,1612,7,12,5,9,0,0,0,3,2,2,1,3,3,14.2,21.10.2017
